7a8b45f1d2bded7c77cddbc94da62a63;market for hazardous waste, for incineration;Europe without Switzerland;-7.12481637190012e-06;kilogram;cutoff38
7a8b45f1d2bded7c77cddbc94da62a63;market for hazardous waste, for incineration;CH;-1.86238397627274e-07;kilogram;cutoff38
7a8b45f1d2bded7c77cddbc94da62a63;market for hazardous waste, for incineration;RoW;-1.48157041494171e-05;kilogram;cutoff38
7b47bfe249d3e801146acb1e69db64c1;market for hazardous waste, for incineration;RoW;-0.00030051790589086;kilogram;cutoff38
7b7be419dbc251123a10cc6f36afb7cd;treatment of waste polyvinylchloride, municipal incineration;RoW;-0.193370165745856;kilogram;cutoff38
7bb0988786544707b095ef15008344af;market for hazardous waste, for incineration;RoW;-0.00125;kilogram;cutoff38
7bbebcbfff407104b44e1d10ce99ad75;market for hazardous waste, for incineration;CH;-0.000348978771046201;kilogram;cutoff38
7bc91fbae5f7afd68bf7cd057cf3b3ee;treatment of waste plastic, mixture, municipal incineration;RoW;-1.01233042339239e-06;kilogram;cutoff38
7bc91fbae5f7afd68bf7cd057cf3b3ee;treatment of municipal solid waste, incineration;ES;-0.0134294165915949;kilogram;cutoff38
7bc91fbae5f7afd68bf7cd057cf3b3ee;market for hazardous waste, for incineration;CH;-2.93096083117804e-06;kilogram;cutoff38
7bc91fbae5f7afd68bf7cd057cf3b3ee;market for hazardous waste, for incineration;Europe without Switzerland;-0.000112128100227582;kilogram;cutoff38
7bc91fbae5f7afd68bf7cd057cf3b3ee;market for hazardous waste, for incineration;RoW;-0.000233164852691496;kilogram;cutoff38
7be17c43de7cedbdadf596584b11d0a3;market for hazardous waste, for incineration;RoW;-0.000312646232821547;kilogram;cutoff38
7c206f1acf1e5f964e80992ad6ff986e;treatment of waste graphical paper, municipal incineration with fly ash extraction;CH;-0.0155;kilogram;cutoff38
7cb44e1be57f3be8f9bbc6c38d5bee66;market for hazardous waste, for incineration;Europe without Switzerland;-0.0145613744644144;kilogram;cutoff38
7cb44e1be57f3be8f9bbc6c38d5bee66;market for hazardous waste, for incineration;CH;-0.00038062553558556;kilogram;cutoff38
7cb49f3cfb826ef377dc3c806dd883d1;market for hazardous waste, for incineration;Europe without Switzerland;-4.76676245148931e-06;kilogram;cutoff38
7cb49f3cfb826ef377dc3c806dd883d1;market for hazardous waste, for incineration;CH;-1.24600292063172e-07;kilogram;cutoff38
7cfcac6316e3303486711e4841161f3d;market for hazardous waste, for incineration;RoW;-9.7e-07;kilogram;cutoff38
7d2928a8580835e5d9a1d57f32927503;treatment of waste polystyrene, municipal incineration;RoW;-0.333596559432856;kilogram;cutoff38
7d70485c7efe76c974ba2df16d8c96a1;market for hazardous waste, for incineration;RoW;-63.0;kilogram;cutoff38
7da3df73fd4c1d16997d4e78e59e05fe;market for hazardous waste, for incineration;RoW;-8.73e-07;kilogram;cutoff38
7db668a9e745fa8377c1f94094138dd5;treatment of waste polyethylene, municipal incineration;RoW;-0.0244163377870762;kilogram;cutoff38
7dc11dbd3ca7c01e20c5d125fe3f96b9;treatment of waste polyurethane, municipal incineration;RoW;-0.0625465376023827;kilogram;cutoff38
7dff8e1f060e80a6a1635aa7729a880a;market for hazardous waste, for incineration;CH;-1.60483260218781;kilogram;cutoff38
7dff8e1f060e80a6a1635aa7729a880a;market for hazardous waste, for incineration;Europe without Switzerland;-61.3951673978122;kilogram;cutoff38
7e03818200d7fda920a5fab6e4d1593d;treatment of waste graphical paper, municipal incineration with fly ash extraction;CH;-0.0155;kilogram;cutoff38
7e4dcf7f9ee993b73fab3a616e3fee6a;market for hazardous waste, for incineration;RoW;-0.000308189061079756;kilogram;cutoff38
7e4e20e968a35150ec751cb3e4b733aa;market for hazardous waste, for incineration;Europe without Switzerland;-0.00877073819968746;kilogram;cutoff38
7e4e20e968a35150ec751cb3e4b733aa;market for hazardous waste, for incineration;CH;-0.000229261800312544;kilogram;cutoff38
7eb67542dab00898aa22ee516d2bc42f;treatment of waste polypropylene, municipal incineration;RoW;-0.333596559432856;kilogram;cutoff38
7edee254897e5373032229472407a308;treatment of waste plastic, mixture, municipal incineration with fly ash extraction;CH;-3.88e-05;kilogram;cutoff38
7edee254897e5373032229472407a308;treatment of waste graphical paper, municipal incineration with fly ash extraction;CH;-3.88e-05;kilogram;cutoff38
7ef6ea455c7d926238f65c3d724388e5;treatment of waste polystyrene, municipal incineration;RoW;-0.210673697208202;kilogram;cutoff38
7f15633af5644ceba9c6b03d9dfa6263;market for hazardous waste, for incineration;RoW;-0.000328963166950864;kilogram;cutoff38
7f2c04cf3cca727ff20c3e1078dc957f;treatment of waste plastic, mixture, municipal incineration;RoW;-0.296770319615218;kilogram;cutoff38
7f45a735d3adf669ae16e27cf85e0847;market for hazardous waste, for incineration;RoW;-9.7e-07;kilogram;cutoff38
7f52475a0e8fc9c0c1c1e73cb39c4f4c;market for hazardous waste, for incineration;Europe without Switzerland;-1.36433705328472e-06;kilogram;cutoff38
7f52475a0e8fc9c0c1c1e73cb39c4f4c;market for hazardous waste, for incineration;CH;-3.56629467152847e-08;kilogram;cutoff38
7f5e32c7f66319929992b4891cfb073e;market for hazardous waste, for incineration;CH;-9748.39445127073;kilogram;cutoff38
7f5e32c7f66319929992b4891cfb073e;market for hazardous waste, for incineration;Europe without Switzerland;-372938.777776418;kilogram;cutoff38
7f6ef527fd7221de707c6b324f67ae60;market for hazardous waste, for incineration;RoW;-9.7e-07;kilogram;cutoff38
804f81cc8f4cd228defaf5e81ce38769;market for hazardous waste, for incineration;Europe without Switzerland;-1.214841922;kilogram;cutoff38
804f81cc8f4cd228defaf5e81ce38769;market for hazardous waste, for incineration;CH;-0.0317552342564274;kilogram;cutoff38
804f81cc8f4cd228defaf5e81ce38769;market for hazardous waste, for incineration;RoW;-2.52620384374357;kilogram;cutoff38
8053c5b622df53d5b839dfff702ffff2;market for hazardous waste, for incineration;Europe without Switzerland;-0.000208400878878079;kilogram;cutoff38
8053c5b622df53d5b839dfff702ffff2;market for hazardous waste, for incineration;CH;-5.44747313059776e-06;kilogram;cutoff38
8053c5b622df53d5b839dfff702ffff2;market for hazardous waste, for incineration;RoW;-0.00043335934637045;kilogram;cutoff38
805b0c7c3142cd5ce3fa319ee4534c58;market for hazardous waste, for incineration;RoW;-0.000298446235143051;kilogram;cutoff38
80691bafe41996ca81ede81861715d8a;treatment of biowaste, municipal incineration;GLO;-0.00598835707551709;kilogram;cutoff38
80691bafe41996ca81ede81861715d8a;treatment of waste mineral oil, hazardous waste incineration;RoW;-0.000943704473949815;kilogram;cutoff38
807f60c22bb7f0154410f86bd2e60269;market for hazardous waste, for incineration;CH;-610.804383099354;kilogram;cutoff38
807f60c22bb7f0154410f86bd2e60269;market for hazardous waste, for incineration;Europe without Switzerland;-23367.1956169006;kilogram;cutoff38
80ccde095f58b9d19345c47cf79e463e;treatment of waste wood, untreated, municipal incineration;RoW;-0.933487623264238;kilogram;cutoff38
81327f04b08a4ef2d6fd0c8e3a5686b3;treatment of waste plastic, mixture, municipal incineration;RoW;-0.00607834308869878;kilogram;cutoff38
81522bf8de863efa0158e9ef96a2cc17;treatment of waste wood, untreated, municipal incineration;RoW;-0.993763892319091;kilogram;cutoff38
816eb62b6ccfe5fc890af2a71a278355;treatment of waste polyvinylchloride, municipal incineration;RoW;-0.987663173459344;kilogram;cutoff38
81f790fe64200ea3b8638c8602f5c114;market for hazardous waste, for incineration;Europe without Switzerland;-0.023927548335214;kilogram;cutoff38
81f790fe64200ea3b8638c8602f5c114;market for hazardous waste, for incineration;CH;-0.000625451664785989;kilogram;cutoff38
82364970058108427df038a9cb14e686;market for hazardous waste, for incineration;RoW;-6.90736799426396e-08;kilogram;cutoff38
827fc817382db26523812c630908993d;treatment of waste plastic, mixture, municipal incineration;RoW;-0.256386189641601;kilogram;cutoff38
82b1179d0130e74f8b04f1a65f1ad349;market for hazardous waste, for incineration;Europe without Switzerland;-1.36433705328472e-06;kilogram;cutoff38
82b1179d0130e74f8b04f1a65f1ad349;market for hazardous waste, for incineration;CH;-3.56629467152847e-08;kilogram;cutoff38
82eca6fb28583d4892902dc756d388a4;market for hazardous waste, for incineration;Europe without Switzerland;-0.000201809055177992;kilogram;cutoff38
82eca6fb28583d4892902dc756d388a4;market for hazardous waste, for incineration;CH;-5.27516683956303e-06;kilogram;cutoff38
834a4aa4588702d9baedeca645715091;market for hazardous waste, for incineration;RoW;-0.000844274694192962;kilogram;cutoff38
8370672c570c8eda818a8a60e65c9d90;treatment of waste polyethylene terephthalate, municipal incineration;RoW;-0.296770319615218;kilogram;cutoff38
83e2dc21b7ec5902700c5ce8823a03ae;treatment of municipal solid waste, incineration;ES;-0.19337;kilogram;cutoff38
846e93a82133d8b5e84b932e8301e0fa;treatment of waste paperboard, municipal incineration;RoW;-0.944189931250273;kilogram;cutoff38
84850a047804d8700306a7cf7ab9fbb5;market for hazardous waste, for incineration;Europe without Switzerland;-0.00930399908222845;kilogram;cutoff38
84850a047804d8700306a7cf7ab9fbb5;market for hazardous waste, for incineration;CH;-0.000243200917771547;kilogram;cutoff38
84863c40074a0c78b95a07f38963e9cb;treatment of waste polyethylene, municipal incineration;RoW;-0.427746565109878;kilogram;cutoff38
84eb49883af4e32fa5c7cbe9815b4641;treatment of waste polyethylene, municipal incineration;RoW;-0.00607834308869878;kilogram;cutoff38
851f2a956633761633f002ed207c56c2;treatment of waste wood, untreated, municipal incineration;RoW;-0.917668515874329;kilogram;cutoff38
855c537f3dced182b28f4e2a96541eb7;market for hazardous waste, for incineration;Europe without Switzerland;-0.0191874516015163;kilogram;cutoff38
855c537f3dced182b28f4e2a96541eb7;market for hazardous waste, for incineration;CH;-0.000501548398483743;kilogram;cutoff38
856260506aee05e4321d88a519fa8c17;treatment of waste plastic, mixture, municipal incineration;RoW;-0.980653482373173;kilogram;cutoff38
857b49a2a24ca843fe3a649dbf49d170;treatment of waste graphical paper, municipal incineration;RoW;-0.296770319615218;kilogram;cutoff38
858d84b0504f38a236174a5c28168aad;market for hazardous waste, for incineration;Europe without Switzerland;-0.00161;kilogram;cutoff38
858d84b0504f38a236174a5c28168aad;market for hazardous waste, for incineration;CH;-4.2084427798375e-05;kilogram;cutoff38
858d84b0504f38a236174a5c28168aad;market for hazardous waste, for incineration;RoW;-0.00334791557220163;kilogram;cutoff38
86015151711a42ab87f51f5f083a4574;market for hazardous waste, for incineration;Europe without Switzerland;-1.26860398199542e-05;kilogram;cutoff38
86015151711a42ab87f51f5f083a4574;market for hazardous waste, for incineration;CH;-3.31605420403835e-07;kilogram;cutoff38
86158302ae30c821c2368b27b579cc46;market for hazardous waste, for incineration;RoW;-0.000298527558989561;kilogram;cutoff38
86362e1828389a42df38609892011eca;market for hazardous waste, for incineration;RoW;-0.0245;kilogram;cutoff38
8684f5d2a7c26cb0537c68711f3718e7;market for hazardous waste, for incineration;RoW;-3.3e-05;kilogram;cutoff38
86bec8eaa16c3bf83c35c97e7134330d;treatment of waste polyvinylchloride, municipal incineration;RoW;-0.980653482373173;kilogram;cutoff38
86c9559975d80cbdfd21542c186bc1a4;treatment of waste polyvinylchloride, municipal incineration with fly ash extraction;CH;-0.98999922959431;kilogram;cutoff38
87020ea63f7d869eca13de6c98e51e40;market for hazardous waste, for incineration;RoW;-1.51e-09;kilogram;cutoff38
8756a9c6c4c833445abaa55c8517fe26;market for hazardous waste, for incineration;CH;-4.89876317401544e-09;kilogram;cutoff38
8756a9c6c4c833445abaa55c8517fe26;market for hazardous waste, for incineration;Europe without Switzerland;-1.87409194392549e-07;kilogram;cutoff38
87785abc033da31158a8fc000749506a;treatment of waste polystyrene, municipal incineration;RoW;-0.980653482373173;kilogram;cutoff38
87a99dec75ce2fd89d3964c31821e413;treatment of waste emulsion paint, municipal incineration with fly ash extraction;CH;-0.262;kilogram;cutoff38
87b4067ec56d9c99c0fe307572ead112;market for hazardous waste, for incineration;Europe without Switzerland;-6.58013087859335e-05;kilogram;cutoff38
87b4067ec56d9c99c0fe307572ead112;market for hazardous waste, for incineration;CH;-1.72000647741627e-06;kilogram;cutoff38
87b7751834321c892134194a9cac8c6c;treatment of waste glass, municipal incineration;RoW;-0.296770319615218;kilogram;cutoff38
88a4c6d86dadf4f56fd0e830396f1bc1;treatment of waste graphical paper, municipal incineration;RoW;-0.0625465376023827;kilogram;cutoff38
88e52211edca9a0a4d74593dc03451eb;market for hazardous waste, for incineration;RoW;-0.00369120050161444;kilogram;cutoff38
8a4fecbc6868d49daab272329484be7b;market for hazardous waste, for incineration;RoW;-0.000299819354952923;kilogram;cutoff38
8a5e2d9f823a2a31988716ff7a11280d;treatment of waste glass, municipal incineration;RoW;-0.333596559432856;kilogram;cutoff38
8a6d10c06eac58f8ea225fe3fbd53259;market for hazardous waste, for incineration;RoW;-0.000850896855189677;kilogram;cutoff38
8b222084c4af6b2ab8c97a04fbfccb84;treatment of waste emulsion paint, hazardous waste incineration, with energy recovery;RoW;-0.0422796024158235;kilogram;cutoff38
8b222084c4af6b2ab8c97a04fbfccb84;treatment of waste emulsion paint, hazardous waste incineration;RoW;-0.0422796024158235;kilogram;cutoff38
8b222084c4af6b2ab8c97a04fbfccb84;treatment of waste emulsion paint, municipal incineration;RoW;-0.195014754813742;kilogram;cutoff38
8b67f3e49b87e92116a3ad3bf157aab7;treatment of waste plastic, mixture, municipal incineration;RoW;-0.00560402324236877;kilogram;cutoff38
8b84bdb07755b590bc83a22881f346d1;treatment of waste polypropylene, municipal incineration;RoW;-0.193370165745856;kilogram;cutoff38
8bbf23dc22774490728b98d52e4a003c;market for hazardous waste, for incineration;Europe without Switzerland;-0.056171705536665;kilogram;cutoff38
8bbf23dc22774490728b98d52e4a003c;market for hazardous waste, for incineration;CH;-0.00146829446333501;kilogram;cutoff38
8be7aadf106f3ba05eff7dc8a4437f5a;treatment of waste polyvinylchloride, municipal incineration;RoW;-0.00423728813559322;kilogram;cutoff38
8bf5ace3e28dcc7514de47aee3a6d93a;market for hazardous waste, for incineration;Europe without Switzerland;-0.00602316631333349;kilogram;cutoff38
8c522cdf893a95ac9618cbeb7e625b31;market for hazardous waste, for incineration;Europe without Switzerland;-1.288;kilogram;cutoff38
8c522cdf893a95ac9618cbeb7e625b31;market for hazardous waste, for incineration;CH;-0.0336675422387;kilogram;cutoff38
8c522cdf893a95ac9618cbeb7e625b31;market for hazardous waste, for incineration;RoW;-2.6783324577613;kilogram;cutoff38
8c5c664873975249e896a5568c55cc93;market for hazardous waste, for incineration;Europe without Switzerland;-0.00177509995897008;kilogram;cutoff38
8c5c664873975249e896a5568c55cc93;market for hazardous waste, for incineration;CH;-4.64000410299221e-05;kilogram;cutoff38
8c7e97b600a7fd50ff73549021d69e98;treatment of waste polyethylene terephthalate, municipal incineration;RoW;-0.61001052803803;kilogram;cutoff38
8c8ed0ccdedf2ea59e761b219391bc4f;treatment of waste paperboard, municipal incineration;RoW;-0.667753859534681;kilogram;cutoff38
8c9451fd8f92ca7c047d5c3bd9432e93;treatment of waste graphical paper, municipal incineration;RoW;-0.0155;kilogram;cutoff38
8cc3b9a94a0024d5453ec7bbaee3ed3e;market for hazardous waste, for incineration;RoW;-8.60304388424819e-05;kilogram;cutoff38
8cf70c8d5d63ebbf07ac2bd86f8d3f95;market for hazardous waste, for incineration;RoW;-0.000342991954780368;kilogram;cutoff38
8cfe0ee83380ccbd2744a150c75f93f4;treatment of waste polypropylene, municipal incineration;RoW;-0.969427058257102;kilogram;cutoff38
8d7661956b1df5c39085c2e73406eb37;treatment of waste graphical paper, municipal incineration with fly ash extraction;CH;-0.0155;kilogram;cutoff38
8da1872d160f8e5a882b2854e08fbb50;treatment of waste polystyrene, municipal incineration;RoW;-0.670191344336828;kilogram;cutoff38
8db2998135dd82f420420be0429dde84;market for hazardous waste, for incineration;Europe without Switzerland;-0.000303529900877022;kilogram;cutoff38
8dc8cbd28ba8bbf834cf3536abe814a7;treatment of waste polypropylene, municipal incineration;RoW;-0.137212483251452;kilogram;cutoff38
8dce2054b409a2139919ab47faa60fb3;treatment of waste polystyrene, municipal incineration;RoW;-0.61512182868626;kilogram;cutoff38
8dd2e20d0e16384c051637817ef928d4;treatment of waste glass, municipal incineration;RoW;-0.126083373049048;kilogram;cutoff38
8edca5d789c77aa4b132626aed18c150;treatment of waste graphical paper, municipal incineration with fly ash extraction;CH;-0.0155;kilogram;cutoff38
8efc1717ded701892aaf5104b57bdd53;treatment of waste polyvinylchloride, municipal incineration;RoW;-0.933487623264238;kilogram;cutoff38
8f0bce5d820d83de7b666b623fb3472a;treatment of municipal solid waste, incineration;PL;-0.256386;kilogram;cutoff38
906b5a887d904045034cd8b3b944837c;market for hazardous waste, for incineration;Europe without Switzerland;-6.413918e-05;kilogram;cutoff38
906b5a887d904045034cd8b3b944837c;market for hazardous waste, for incineration;CH;-1.67655943463166e-06;kilogram;cutoff38
906b5a887d904045034cd8b3b944837c;market for hazardous waste, for incineration;RoW;-0.000133374260565368;kilogram;cutoff38
90ff6449d0c1eddc8bd2d6e3e0e4f71b;treatment of waste graphical paper, municipal incineration with fly ash extraction;CH;-0.0155;kilogram;cutoff38
9170baae1029d8a098ba5ffed4c6dfac;market for hazardous waste, for incineration;Europe without Switzerland;-0.00400811723576644;kilogram;cutoff38
9170baae1029d8a098ba5ffed4c6dfac;market for hazardous waste, for incineration;CH;-0.000104769764233562;kilogram;cutoff38
917b03296338d9e263b0f03d4c100ef0;treatment of waste polyethylene, municipal incineration;RoW;-0.980653482373173;kilogram;cutoff38
91a27e9faa7c32ec61edbb0b089afce2;treatment of waste wood, untreated, municipal incineration with fly ash extraction;CH;-0.98999922959431;kilogram;cutoff38
92c8808d024cd24895679aa9baf2fe10;treatment of waste polyvinylchloride, municipal incineration;RoW;-0.0625465376023827;kilogram;cutoff38
92dabc9fab7323007898f80c38fbdd89;market for hazardous waste, for incineration;RoW;-0.007;kilogram;cutoff38
92fbd60597104517a1967f6eadd5113a;treatment of municipal solid waste, incineration;IT;-0.441077;kilogram;cutoff38
9301dac80155239b276d1a5c3d714330;market for hazardous waste, for incineration;RoW;-2.3897e-07;kilogram;cutoff38
931c2d51671ed82c6dd58cf8dbf65fb9;market for hazardous waste, for incineration;Europe without Switzerland;-8.73e-07;kilogram;cutoff38
9336e7e2aa9da3777cc1eb03b975ed20;treatment of waste polyurethane, municipal incineration;RoW;-0.441076934646913;kilogram;cutoff38
934937bd5097e2dc094655c3b16ccd20;treatment of waste plastic, mixture, municipal incineration;RoW;-0.933487623264238;kilogram;cutoff38
938a3582217aaaf4236cb1654d73d91b;treatment of waste paperboard, municipal incineration with fly ash extraction;CH;-0.166;kilogram;cutoff38
93920e9f593c163b23d8b383e130028c;treatment of municipal solid waste, incineration;HU;-0.210674;kilogram;cutoff38
946814e6f4bd9e31cc43fd36961e945d;market for process-specific burdens, municipal waste incineration;Europe without Switzerland;5.225874827013e-05;kilogram;cutoff38
946814e6f4bd9e31cc43fd36961e945d;market for process-specific burdens, municipal waste incineration;CH;1.56814994862365e-06;kilogram;cutoff38
94a3046cd4f13ae416da0e09704aa7d2;market for hazardous waste, for incineration;CH;-29.2436163065334;kilogram;cutoff38
94a3046cd4f13ae416da0e09704aa7d2;market for hazardous waste, for incineration;Europe without Switzerland;-1118.75638369347;kilogram;cutoff38
94cda7da940ae9d55cd25cf35dd07d9c;treatment of waste polyethylene, municipal incineration;RoW;-0.0244163377870762;kilogram;cutoff38
94fd4596192368cc465c5afb3fe26cf6;market for hazardous waste, for incineration;CH;-8.73e-07;kilogram;cutoff38
963135d2b94456d980ad941dae52d0e7;market for hazardous waste, for incineration;Europe without Switzerland;-9.7e-07;kilogram;cutoff38
966cc1dc5f4450ec53515db52151ce68;market for hazardous waste, for incineration;RoW;-0.000306012927103549;kilogram;cutoff38
96747bea0f08ef73cd47fa705f043271;treatment of biowaste, municipal incineration;GLO;-0.00598835707551709;kilogram;cutoff38
96747bea0f08ef73cd47fa705f043271;treatment of waste mineral oil, hazardous waste incineration;Europe without Switzerland;-0.000943704473949815;kilogram;cutoff38
9680fd731c99b675ff51986055b4b4af;market for hazardous waste, for incineration;Europe without Switzerland;-0.002415;kilogram;cutoff38
9680fd731c99b675ff51986055b4b4af;market for hazardous waste, for incineration;CH;-6.31266416975625e-05;kilogram;cutoff38
9680fd731c99b675ff51986055b4b4af;market for hazardous waste, for incineration;RoW;-0.00502187335830244;kilogram;cutoff38
969ddbac650fe19eb8945b941ad03fe4;treatment of waste polypropylene, municipal incineration;RoW;-0.247338467815546;kilogram;cutoff38
9739eee09922a080b9f1846347cedfb9;market for process-specific burdens, municipal waste incineration;Europe without Switzerland;1.31819491290729e-06;kilogram;cutoff38
9739eee09922a080b9f1846347cedfb9;market for process-specific burdens, municipal waste incineration;RoW;3.34180508709271e-06;kilogram;cutoff38
97dbe17fae7398c4ea24b8b1fd15f996;market for hazardous waste, for incineration;RoW;-1.53850153527008e-05;kilogram;cutoff38
97ff65387589895d2fe3edfc5de5f91d;market for hazardous waste, for incineration;RoW;-0.000296462446109285;kilogram;cutoff38
9803eaa50c48a4d9af18a2ebee6a912a;treatment of waste wood, untreated, municipal incineration;RoW;-0.296770319615218;kilogram;cutoff38
982cb06b5606ba98dbb0ad08ff2c0dd9;treatment of waste polyvinylchloride, municipal incineration;RoW;-0.944189931250273;kilogram;cutoff38
9838d5181587984b408d45de578627fb;market for hazardous waste, for incineration;Europe without Switzerland;-2.01343546909824e-05;kilogram;cutoff38
9838d5181587984b408d45de578627fb;market for hazardous waste, for incineration;CH;-5.26299873453118e-07;kilogram;cutoff38
98a40f6e64e557d977ddab077db0b44d;market for hazardous waste, for incineration;RoW;-1.20973464597289e-06;kilogram;cutoff38
98b93ac361b5a6c8624261319b931059;market for hazardous waste, for incineration;RoW;-0.0321907444873879;kilogram;cutoff38
98bc973a471aa1f3214df23cb6000cb1;treatment of municipal solid waste, incineration;RoW;-0.610011;kilogram;cutoff38
98dd05cbdc9c3f37ba656e4ba9008345;treatment of waste polyethylene, municipal incineration;RoW;-0.0244163377870762;kilogram;cutoff38
99408fd1c7643349d39829e84f7a488c;market for hazardous waste, for incineration;RoW;-1.4e-06;kilogram;cutoff38
994eaa4af8a4082c617bc2303d6380a8;treatment of waste graphical paper, municipal incineration;RoW;-0.0155;kilogram;cutoff38
9994f89c09f287eab617f6e6eab4defd;market for hazardous waste, for incineration;RoW;-8.73e-07;kilogram;cutoff38
99c299f02215ebc427a8ad815efa113d;market for hazardous waste, for incineration;Europe without Switzerland;-0.000646577085749936;kilogram;cutoff38
99c299f02215ebc427a8ad815efa113d;market for hazardous waste, for incineration;CH;-1.69011345846751e-05;kilogram;cutoff38
99c299f02215ebc427a8ad815efa113d;market for hazardous waste, for incineration;RoW;-0.0013445251515596;kilogram;cutoff38
9a05b2b12109262d4d1faf5694ddf1a3;treatment of waste polystyrene, municipal incineration;RoW;-0.933487623264238;kilogram;cutoff38
9a4ad1002aefa690f5bde78a3f1b5e56;treatment of waste polystyrene, municipal incineration;RoW;-0.0539407403935113;kilogram;cutoff38
9b3a3e7709f926ef2bb5ec3797d4f32a;market for hazardous waste, for incineration;RoW;-0.000327936510154931;kilogram;cutoff38
9b3cb37cdcdba2317a73a6f17875f718;market for hazardous waste, for incineration;RoW;-2.36373748609566e-06;kilogram;cutoff38
9b64f1efe2643751f2e274e8c3073f1d;treatment of waste graphical paper, municipal incineration with fly ash extraction;CH;-0.0155;kilogram;cutoff38
9c3b6dabea6d9a013881914b8d347fee;treatment of waste paperboard, municipal incineration;RoW;-0.00607834308869878;kilogram;cutoff38
9d37c1b78c2078c5c1090ee5f97f8bf8;market for hazardous waste, for incineration;RoW;-2.36373748609566e-06;kilogram;cutoff38
9dc0c20e4a8bce17e1578a07e8648b8c;market for hazardous waste, for incineration;Europe without Switzerland;-1.2e-06;kilogram;cutoff38
9dc7a0e38a92da6d207825992abd4bf5;market for hazardous waste, for incineration;Europe without Switzerland;-0.0238758984324825;kilogram;cutoff38
9dc7a0e38a92da6d207825992abd4bf5;market for hazardous waste, for incineration;CH;-0.000624101567517482;kilogram;cutoff38
9df75ff38d632c65e9922cc3518bcacc;market for hazardous waste, for incineration;RoW;-2.36373748609566e-06;kilogram;cutoff38
9dfea84e6a5f81a98d765d0ac3c734b6;market for hazardous waste, for incineration;Europe without Switzerland;-0.00214639454275685;kilogram;cutoff38
9dfea84e6a5f81a98d765d0ac3c734b6;market for hazardous waste, for incineration;CH;-5.61054572431532e-05;kilogram;cutoff38
9e2322b1e96c52896258e5cbe22ff219;treatment of waste polyethylene, municipal incineration;RoW;-0.107643629912986;kilogram;cutoff38
9e401ee12409563abee86a0ee16a0af1;market for hazardous waste, for incineration;CH;-0.000820012003842185;kilogram;cutoff38
9e401ee12409563abee86a0ee16a0af1;market for hazardous waste, for incineration;Europe without Switzerland;-0.0313707324835457;kilogram;cutoff38
9e77c49cca57184fd4de471e70cd942d;market for hazardous waste, for incineration;Europe without Switzerland;-3.2159373398854e-05;kilogram;cutoff38
9e77c49cca57184fd4de471e70cd942d;market for hazardous waste, for incineration;CH;-8.40626601145996e-07;kilogram;cutoff38
9eaaaeb558f1a168fab93bbc5698196d;treatment of waste polyethylene terephthalate, municipal incineration;RoW;-0.107643629912986;kilogram;cutoff38
9ec9e59c458165c0a10a30a80f294527;market for hazardous waste, for incineration;RoW;-0.00408205063928306;kilogram;cutoff38
9f205dde1c9cb45c532e9f1ccec5efef;market for hazardous waste, for incineration;CH;-0.000371231073978983;kilogram;cutoff38
9f39fee09347af44d58a76b2eb37c8a7;market for hazardous waste, for incineration;RoW;-1.57607291541497e-07;kilogram;cutoff38
9f565fc7b771ea620471737f0af8763d;market for hazardous waste, for incineration;RoW;-0.000161428686153478;kilogram;cutoff38
a02d35f2e3f38d66f37acecc9b7c5cdd;market for hazardous waste, for incineration;Europe without Switzerland;-0.00326;kilogram;cutoff38
a0425bc1c17ecbe9191db31aabcb56f4;treatment of waste polyethylene, municipal incineration;RoW;-0.00560402324236877;kilogram;cutoff38
a089dd690879cbc88e365a8fefb109ec;treatment of waste polypropylene, municipal incineration;RoW;-0.256386189641601;kilogram;cutoff38
a0d560f967cc6d2c02e4f006cc78d29a;market for hazardous waste, for incineration;Europe without Switzerland;-9.7e-07;kilogram;cutoff38
a0edcd8d0cb763ff1a5da9c213e37e16;treatment of waste plastic, mixture, municipal incineration;RoW;-2.90562014653083e-06;kilogram;cutoff38
a0edcd8d0cb763ff1a5da9c213e37e16;treatment of municipal solid waste, incineration;ES;-0.0385455010567916;kilogram;cutoff38
a0edcd8d0cb763ff1a5da9c213e37e16;market for hazardous waste, for incineration;CH;-8.41252879788507e-06;kilogram;cutoff38
a0edcd8d0cb763ff1a5da9c213e37e16;market for hazardous waste, for incineration;Europe without Switzerland;-0.000321833325844054;kilogram;cutoff38
a0edcd8d0cb763ff1a5da9c213e37e16;market for hazardous waste, for incineration;RoW;-0.000669236523755743;kilogram;cutoff38
a1bf3c7e192ad615c3da949d66c6cc6d;treatment of waste polyethylene, municipal incineration;RoW;-0.917668515874329;kilogram;cutoff38
a1c81b0cdd2bff9f176b206b0b57faba;treatment of waste polystyrene, municipal incineration;RoW;-0.667753859534681;kilogram;cutoff38
a2ab81fbd509dd88b030c4b30ede329e;market for hazardous waste, for incineration;RoW;-0.031;kilogram;cutoff38
a2ed0b3b06a96298d2752a24db420019;treatment of waste polyvinylchloride, municipal incineration;RoW;-0.670191344336828;kilogram;cutoff38
a31377d6c9a8002171e09251cbc76b13;market for hazardous waste, for incineration;RoW;-0.0008;kilogram;cutoff38
a3203bb7f2864447042898a1084fa8ae;market for hazardous waste, for incineration;RoW;-0.000379532959161346;kilogram;cutoff38
a34cc59c417c1c98957c2a49d12489a8;treatment of municipal solid waste, incineration;RoW;-0.0625465;kilogram;cutoff38
